air_temp,rh,soil_moisture,soil_temp,co2,outside_temp,hour,dli_so_far,cool_trigger,cool_target,heat_trigger,rh_high,rh_low,sm_low,co2_trigger,fan,vent,mister,heater,irrigation,lights,co2_inject,fan_min,mister_min,heater_min,irrigation_min,lights_min,co2_min
37.0,92.8,62.5,21.1,519.0,41.0,11,8.01,27.3,25.3,13.1,90.4,62.0,52.5,705.0,3,1,0,0,0,0,0,45,0,0,0,0,0
28.4,57.4,53.7,25.6,1569.0,17.6,12,4.6,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,1,0,0,0,0,15,15,0,0,0,0
32.9,96.5,85.4,29.7,805.0,34.8,14,6.17,26.1,24.1,8.3,86.5,61.0,42.5,681.0,3,1,0,0,0,0,0,35,0,0,0,0,0
28.0,90.2,47.8,19.1,634.0,28.5,6,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,1,0,0,15,0,0,25,0,0
17.5,95.1,64.6,24.1,500.0,17.4,2,0.0,26.6,24.6,12.7,90.8,61.3,46.6,628.0,2,1,0,1,0,0,0,20,0,20,0,0,0
23.1,86.2,47.0,20.1,690.0,32.6,9,4.66,31.2,29.2,10.9,90.4,59.5,58.7,608.0,0,0,0,0,1,0,0,0,0,0,35,0,0
15.5,57.8,85.1,14.0,644.0,20.0,14,4.05,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,1,0,15,0,0,0,10
8.7,87.4,40.4,21.7,1578.0,7.0,12,3.11,28.5,26.5,11.3,85.6,59.6,44.7,700.0,1,1,0,1,1,0,0,15,0,30,25,0,0
25.4,95.5,55.7,20.8,1687.0,39.8,4,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,0,0,0,0,0,20,0,0,0,0,0
29.9,91.8,57.2,18.5,896.0,23.7,10,2.16,30.0,28.0,8.9,92.0,55.0,59.1,763.0,0,0,0,0,1,0,0,0,0,0,25,0,0
18.0,72.9,74.5,15.4,489.0,22.3,22,13.78,30.3,28.3,8.6,86.0,58.9,56.5,624.0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.4,60.0,56.5,21.8,898.0,10.6,7,0.47,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,72.5,86.6,14.0,1088.0,36.3,1,0.0,26.0,24.0,9.1,92.5,64.5,55.0,702.0,3,2,1,0,0,0,0,30,15,0,0,0,0
15.2,89.3,67.5,21.6,526.0,38.3,23,5.73,25.1,23.1,9.2,87.3,57.0,50.8,659.0,1,1,0,0,0,0,0,15,0,0,0,0,0
33.2,88.1,81.7,10.8,1608.0,25.0,16,2.91,28.0,26.0,9.3,87.0,58.5,49.0,752.0,3,2,0,1,0,1,0,15,0,75,0,240,0
20.9,90.8,45.4,15.9,1080.0,18.0,6,0.0,26.2,24.2,9.9,86.6,59.9,54.6,704.0,1,1,0,0,1,0,0,20,0,0,30,0,0
26.9,64.0,48.5,17.9,762.0,24.3,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.4,89.1,34.6,28.4,1035.0,33.2,7,1.64,27.7,25.7,13.8,91.4,55.4,49.8,798.0,3,2,0,0,1,0,0,30,0,0,35,0,0
14.3,62.5,36.1,18.9,463.0,17.5,9,3.65,29.3,27.3,10.4,85.9,58.0,59.7,628.0,0,0,0,0,1,0,1,0,0,0,45,0,15
26.3,87.9,57.8,19.8,979.0,15.0,13,6.19,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,90.4,57.3,25.0,1429.0,5.0,20,10.93,30.5,28.5,10.7,90.2,58.8,51.2,733.0,1,1,0,1,0,0,0,15,0,30,0,0,0
8.5,56.2,48.3,21.4,653.0,5.0,3,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,0,0,0,0,15,30,0,0,0
16.3,65.9,51.8,18.8,1424.0,12.0,10,5.05,31.0,29.0,12.6,90.1,64.6,50.3,648.0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.6,67.0,93.3,25.5,683.0,26.0,20,16.24,29.3,27.3,13.1,89.2,61.1,56.0,663.0,3,2,1,0,0,0,0,15,10,0,0,0,0
38.7,62.9,30.1,19.8,1390.0,33.1,0,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,1,0,0,20,10,0,40,0,0
36.3,70.0,46.9,14.9,796.0,34.5,1,0.0,26.9,24.9,12.8,87.6,62.0,45.0,791.0,3,1,1,0,0,0,0,45,25,0,0,0,0
13.0,94.5,47.0,15.9,1393.0,6.1,13,8.73,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,1,1,0,0,20,0,20,25,0,0
8.0,87.9,44.9,27.2,797.0,5.0,17,12.2,28.0,26.0,10.1,85.8,63.9,42.8,731.0,1,1,0,1,0,0,0,20,0,25,0,0,0
40.6,95.2,46.3,24.6,879.0,36.6,13,9.88,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,0,0,1,0,0,30,0,0,25,0,0
12.8,60.2,51.0,32.0,756.0,10.2,9,3.13,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.9,85.0,42.6,22.5,840.0,25.2,11,3.46,26.3,24.3,11.6,88.4,58.0,47.3,736.0,2,1,0,0,1,0,0,20,0,0,25,0,0
9.9,57.4,58.0,19.4,543.0,5.0,5,0.0,27.0,25.0,9.7,86.6,55.7,51.6,603.0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.9,83.1,54.0,20.9,978.0,31.2,17,6.13,29.7,27.7,12.3,89.8,63.1,41.1,743.0,2,1,0,0,0,1,0,30,0,0,0,240,0
29.9,95.0,65.3,22.7,450.0,30.2,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,0,0,0,0,0,25,0,0,0,0,0
33.7,61.6,29.7,20.8,595.0,15.2,2,0.0,29.7,27.7,14.1,92.6,56.9,43.5,714.0,2,1,1,0,0,0,0,20,10,0,0,0,0
13.1,61.1,48.5,24.0,626.0,18.1,3,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.3,67.1,49.4,30.4,1511.0,5.0,10,2.14,26.4,24.4,12.3,86.3,63.3,53.1,744.0,1,1,0,0,1,0,0,15,0,0,25,0,0
40.9,64.2,60.1,20.6,1515.0,18.0,3,0.0,28.3,26.3,11.2,87.9,62.8,44.5,699.0,3,2,1,0,0,0,0,25,15,0,0,0,0
26.0,88.9,53.0,24.0,650.0,26.0,8,1.22,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,1,0,0,0,0,0,10
8.1,67.8,95.4,21.3,544.0,5.0,19,4.01,30.4,28.4,11.7,87.0,57.8,57.2,791.0,0,0,0,1,0,0,0,0,0,35,0,0,0
10.9,67.2,56.8,20.9,1547.0,20.6,18,6.82,30.6,28.6,10.6,92.4,64.3,57.5,619.0,1,1,0,0,1,1,0,15,0,0,25,205,0
17.8,58.7,51.6,17.6,1761.0,8.3,11,3.38,29.5,27.5,13.2,90.4,55.0,51.1,657.0,1,1,0,0,0,0,0,15,0,0,0,0,0
27.8,85.7,92.5,25.8,544.0,21.1,8,3.26,28.5,26.5,14.8,86.9,62.3,50.5,746.0,0,0,0,0,0,0,1,0,0,0,0,0,15
5.4,81.1,51.8,22.7,786.0,5.0,21,14.49,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,0,0,0,0,0,45,0,0,0
32.2,66.6,55.9,21.5,1542.0,17.7,4,0.0,29.9,27.9,9.7,91.0,64.9,54.7,657.0,2,1,1,0,0,0,0,15,10,0,0,0,0
13.3,59.1,45.1,15.0,1508.0,8.0,12,2.66,27.1,25.1,8.7,85.2,57.8,52.2,660.0,1,1,0,0,1,0,0,15,0,0,30,0,0
39.9,98.2,33.4,26.3,524.0,37.2,18,12.74,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,0,0,1,0,0,40,0,0,35,0,0
29.4,63.4,48.4,21.9,1504.0,25.2,11,8.14,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,1,0,0,15,10,0,25,0,0
31.6,55.7,27.7,19.0,707.0,24.4,15,5.73,27.9,25.9,12.4,92.5,56.4,52.5,642.0,2,1,1,0,1,0,0,15,15,0,45,0,0
29.0,60.9,52.8,26.5,1559.0,28.9,13,10.75,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,0,0,0,20,10,0,0,0,0
14.6,85.8,42.2,25.4,1509.0,10.3,19,14.96,27.9,25.9,12.1,86.9,57.6,44.6,762.0,1,1,0,0,0,0,0,15,0,0,0,0,0
10.8,35.6,55.3,24.6,902.0,5.3,19,9.21,28.6,26.6,9.3,89.4,58.2,41.5,658.0,0,0,1,0,0,0,0,0,30,0,0,0,0
13.4,86.8,46.3,29.0,751.0,32.2,6,0.0,29.4,27.4,14.8,88.3,56.9,54.5,706.0,0,0,0,1,1,0,0,0,0,25,30,0,0
30.2,56.6,59.8,9.4,1477.0,24.4,5,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,1,0,0,0,15,15,90,0,0,0
19.9,66.2,52.6,27.8,1007.0,20.3,11,3.04,31.4,29.4,12.2,90.0,61.5,40.4,772.0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.3,59.2,45.2,29.2,1429.0,8.6,19,16.85,28.2,26.2,12.1,92.7,56.7,48.7,789.0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.8,43.3,85.2,15.8,638.0,35.0,10,3.14,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,0,0,0,25,25,0,0,0,0
24.3,41.6,50.2,26.7,497.0,21.0,19,13.42,28.2,26.2,9.2,89.7,62.9,43.4,781.0,0,0,1,0,0,0,0,0,25,0,0,0,0
41.7,75.6,34.8,17.3,893.0,39.9,7,0.94,29.9,27.9,9.8,91.1,56.6,46.1,736.0,3,1,1,0,1,0,0,50,25,0,35,0,0
16.0,75.5,71.0,22.3,767.0,11.1,21,10.94,29.4,27.4,11.2,89.6,62.2,49.7,688.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.4,56.8,48.1,21.5,1469.0,21.9,15,12.41,31.6,29.6,8.9,89.8,55.1,50.8,627.0,0,0,0,0,1,0,0,0,0,0,25,0,0
28.2,56.6,96.2,18.4,333.0,29.8,8,1.42,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,0,0,0,15,15,0,0,0,0
26.5,57.5,54.4,25.9,1525.0,24.0,6,0.0,27.0,25.0,14.0,90.5,55.7,49.9,677.0,1,1,0,0,0,0,0,15,0,0,0,0,0
10.1,91.0,41.3,25.0,722.0,5.0,20,6.88,27.0,25.0,12.4,92.9,56.1,47.2,661.0,0,0,0,1,0,0,0,0,0,30,0,0,0
11.1,72.9,41.4,14.4,674.0,5.0,11,2.2,29.9,27.9,8.9,86.5,60.5,59.2,617.0,0,0,0,0,1,0,0,0,0,0,40,0,0
29.5,40.3,60.9,21.6,835.0,29.7,8,1.53,29.0,27.0,12.9,85.2,57.1,41.8,712.0,2,1,1,0,0,0,0,20,25,0,0,0,0
14.3,38.4,46.7,20.5,541.0,14.4,13,6.56,27.5,25.5,8.9,88.9,62.3,49.4,725.0,0,0,1,0,1,0,1,0,30,0,25,0,15
38.2,53.4,57.9,32.8,661.0,37.7,8,1.37,29.7,27.7,12.6,90.7,64.4,52.3,762.0,3,1,1,0,0,0,0,40,20,0,0,0,0
27.9,68.3,15.1,23.6,642.0,17.0,18,16.28,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,1,0,0,0,0,0,45,0,0
36.0,62.9,46.0,21.9,1154.0,16.7,11,3.96,27.4,25.4,13.0,89.4,58.0,47.1,723.0,3,2,1,0,1,0,0,20,10,0,25,0,0
9.5,75.9,27.5,24.2,301.0,6.7,22,3.29,29.6,27.6,11.1,86.4,62.3,59.3,653.0,0,0,0,1,1,0,0,0,0,25,45,0,0
14.0,50.2,77.0,15.1,778.0,12.0,7,0.54,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,20,0,0,0,0
37.3,43.0,55.1,21.6,1439.0,34.9,22,12.16,26.5,24.5,8.3,85.9,60.2,40.6,629.0,3,2,1,0,0,0,0,40,25,0,0,0,0
5.1,79.1,49.6,21.9,821.0,9.6,3,0.0,25.8,23.8,12.6,89.4,62.8,53.3,737.0,0,0,0,1,0,0,0,0,0,50,0,0,0
22.1,84.7,42.1,26.8,735.0,22.0,7,0.75,28.0,26.0,14.7,86.8,57.6,40.5,698.0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.2,91.6,48.4,25.5,638.0,37.4,10,6.51,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,0,0,1,0,0,20,0,0,25,0,0
27.9,90.0,62.8,23.8,564.0,35.5,5,0.0,25.5,23.5,9.8,87.3,62.3,57.9,690.0,2,1,0,0,0,0,0,30,0,0,0,0,0
11.1,60.9,49.0,23.2,1487.0,11.0,23,8.89,28.8,26.8,8.9,87.4,55.2,50.4,789.0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.4,45.7,36.6,24.1,386.0,40.4,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,0,0,0,60,30,0,0,0,0
10.8,86.5,49.5,27.2,1588.0,38.6,0,0.0,30.2,28.2,10.5,87.7,63.6,49.4,763.0,1,1,0,0,0,0,0,15,0,0,0,0,0
10.0,98.8,44.0,22.9,879.0,23.9,18,17.92,29.5,27.5,13.0,89.7,64.4,41.3,789.0,2,1,0,1,0,0,0,25,0,30,0,0,0
24.3,97.0,81.9,15.3,835.0,13.8,23,14.02,30.0,28.0,10.1,87.2,60.0,45.2,619.0,2,1,0,0,0,0,0,25,0,0,0,0,0
27.2,59.8,61.5,26.7,397.0,25.7,17,9.75,29.8,27.8,10.3,88.5,59.0,57.9,619.0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.1,53.6,49.0,22.3,1573.0,11.8,12,4.25,26.9,24.9,12.1,89.9,56.4,51.7,698.0,1,1,1,0,1,0,0,15,15,0,25,0,0
25.8,35.6,19.9,26.9,1182.0,18.7,13,9.04,27.6,25.6,14.0,91.2,60.1,59.3,690.0,0,0,1,0,1,0,0,0,30,0,45,0,0
14.4,59.6,45.7,20.8,744.0,17.2,0,0.0,28.8,26.8,11.4,87.9,59.6,41.6,733.0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3,81.6,54.0,23.5,722.0,8.4,15,12.96,29.5,27.5,10.5,85.6,58.0,49.2,623.0,0,0,0,1,0,0,0,0,0,25,0,0,0
36.0,76.3,34.6,19.9,1053.0,34.8,22,17.64,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,1,1,0,1,0,0,40,20,0,35,0,0
25.0,92.3,83.7,16.8,467.0,21.9,11,3.4,26.6,24.6,14.0,90.9,63.0,45.3,791.0,1,1,0,0,0,0,0,15,0,0,0,0,0
29.3,59.8,46.8,18.1,636.0,31.0,23,15.09,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,0,0,0,25,15,0,0,0,0
12.8,59.0,39.6,16.8,712.0,22.7,3,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,15,0,0,0,0
5.5,72.2,86.1,22.5,1587.0,5.0,0,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,1,0,0,0,15,0,45,0,0,0
9.6,65.9,51.9,18.5,575.0,22.1,23,4.45,31.8,29.8,12.4,92.0,64.3,49.1,625.0,0,0,0,1,0,0,0,0,0,30,0,0,0
8.4,54.6,48.5,31.7,1494.0,19.6,8,1.47,27.6,25.6,8.3,88.9,55.9,46.4,603.0,0,0,1,0,0,0,0,0,15,0,0,0,0
24.5,80.1,45.6,24.3,1433.0,19.9,1,0.0,25.3,23.3,12.2,86.2,63.3,42.7,652.0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.8,49.3,81.8,20.9,689.0,38.5,22,13.04,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,0,0,0,30,20,0,0,0,0
19.7,37.6,56.4,21.2,777.0,11.4,12,8.29,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,25,0,0,0,0
28.4,83.0,40.8,20.0,649.0,30.1,23,7.23,28.3,26.3,8.0,85.2,61.8,45.6,687.0,2,1,0,0,0,0,0,15,0,0,0,0,0
9.6,85.0,67.7,20.7,922.0,5.6,19,7.39,28.2,26.2,14.8,92.5,59.2,51.1,600.0,0,0,0,1,0,0,0,0,0,40,0,0,0
28.2,76.2,35.6,21.7,252.0,27.1,15,6.51,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,1,0,0,15,10,0,35,0,0
30.1,36.1,40.6,23.9,900.0,23.0,4,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,0,0,0,15,30,0,0,0,0
38.5,51.7,46.5,27.5,1058.0,40.2,5,0.0,25.5,23.5,13.4,89.9,56.8,44.8,744.0,3,1,1,0,0,0,0,55,30,0,0,0,0
25.9,60.5,50.3,24.6,1504.0,24.8,14,5.78,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,0,0,0,0,0,15,0,0,0,0,0
28.1,90.7,45.8,28.3,1159.0,24.7,21,9.72,29.4,27.4,8.2,88.5,58.6,45.9,703.0,1,1,0,0,0,0,0,20,0,0,0,0,0
10.7,35.2,21.7,18.6,691.0,5.0,7,1.11,30.4,28.4,9.4,88.9,58.7,53.1,708.0,0,0,1,0,1,0,1,0,30,0,45,0,5
21.3,98.8,85.5,21.1,1047.0,16.3,15,12.04,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,0,0,0,0,0,25,0,0,0,0,0
30.4,94.6,55.9,27.6,1613.0,37.7,23,12.78,29.2,27.2,8.3,88.7,62.1,53.4,783.0,2,1,0,0,0,0,0,20,0,0,0,0,0
5.8,84.4,23.8,22.8,780.0,5.0,13,7.91,29.5,27.5,10.4,87.0,60.0,46.7,702.0,0,0,0,1,1,0,0,0,0,35,40,0,0
17.9,69.7,92.3,29.0,436.0,11.3,0,0.0,26.0,24.0,10.0,85.5,56.7,50.1,654.0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0,86.7,57.5,20.1,1476.0,12.4,11,2.61,25.7,23.7,10.3,92.0,61.3,57.1,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.6,76.0,84.0,23.5,398.0,24.3,23,15.83,29.6,27.6,12.1,88.1,64.1,58.7,695.0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.1,82.7,55.1,24.9,747.0,31.4,16,14.4,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,0,0,0,0,0,15,0,0,0,0,0
24.9,56.8,47.2,15.3,654.0,26.3,20,6.22,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,15,0,0,0,0
33.0,70.0,73.0,16.3,850.0,19.5,7,0.84,29.7,27.7,9.5,85.3,59.6,54.5,692.0,2,1,1,0,0,0,0,15,10,0,0,0,0
11.7,50.5,51.4,22.6,727.0,5.9,23,16.72,27.9,25.9,9.2,92.3,57.6,45.7,700.0,0,0,1,0,0,0,0,0,15,0,0,0,0
40.7,46.2,52.5,19.7,1014.0,35.4,20,7.66,30.0,28.0,10.2,87.9,59.4,54.2,668.0,3,2,1,0,0,0,0,20,20,0,0,0,0
11.7,57.9,51.3,20.7,1513.0,5.7,17,5.08,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,1,1,0,1,0,15,15,20,0,240,0
9.2,35.1,51.9,28.8,1078.0,5.0,14,7.93,27.2,25.2,10.5,86.9,63.0,53.6,621.0,0,0,1,1,1,0,0,0,30,25,25,0,0
13.4,61.1,53.7,15.7,1474.0,6.0,18,14.91,26.4,24.4,12.5,91.4,59.1,50.2,621.0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.4,49.8,87.8,26.0,673.0,19.4,5,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,0,0,0,0,10,20,0,0,0,0
11.5,91.3,57.9,23.7,1565.0,5.0,2,0.0,30.0,28.0,10.1,90.4,56.0,53.5,753.0,1,1,0,1,0,0,0,15,0,15,0,0,0
14.2,72.1,97.1,20.5,1353.0,15.9,18,14.21,25.5,23.5,9.6,85.3,59.5,53.1,725.0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.2,89.6,60.3,19.1,296.0,26.3,10,2.26,26.5,24.5,12.3,89.0,61.3,56.8,788.0,2,1,0,0,0,0,0,20,0,0,0,0,0
17.2,61.4,62.0,27.7,843.0,13.0,23,5.34,31.9,29.9,13.6,85.4,61.1,58.7,785.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,62.9,55.5,24.9,870.0,28.7,13,3.77,27.6,25.6,11.5,87.0,64.5,53.3,739.0,2,1,1,0,0,0,0,30,15,0,0,0,0
10.7,64.1,47.3,26.8,696.0,5.9,14,7.12,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,1,0,1,0,0,25,25,0,5
40.5,43.2,66.4,24.7,360.0,36.8,21,15.42,28.7,26.7,9.1,86.5,55.0,42.3,796.0,3,2,1,0,0,0,0,30,20,0,0,0,0
14.0,53.0,57.4,19.6,1533.0,21.7,20,15.31,28.0,26.0,12.0,90.0,60.0,50.0,700.0,1,1,1,0,0,0,0,15,15,0,0,0,0
26.5,59.1,54.9,18.5,650.0,24.6,22,18.76,29.8,27.8,13.6,86.5,57.5,54.2,747.0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,58.5,54.6,22.9,629.0,10.8,2,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,15,0,0,0,0
28.9,63.4,50.8,27.9,723.0,26.1,19,4.08,28.9,26.9,11.9,90.3,62.3,43.2,662.0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.8,59.5,33.3,22.6,527.0,37.9,11,3.87,30.5,28.5,11.5,92.5,57.8,58.5,721.0,3,1,1,0,1,0,0,45,25,0,45,0,0
26.8,60.0,45.3,31.6,1527.0,26.4,19,9.7,28.4,26.4,9.3,90.4,59.7,45.6,640.0,1,1,0,0,0,0,0,15,0,0,0,0,0
17.9,80.9,73.7,29.7,1086.0,16.3,19,4.55,29.8,27.8,11.9,88.9,64.8,57.5,791.0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.2,60.8,38.9,24.0,1488.0,17.7,14,9.48,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,1,0,0,0,0,0,35,0,0
33.6,38.9,28.0,26.3,892.0,37.2,21,7.45,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,1,1,0,1,0,0,30,25,0,40,0,0
31.7,65.2,57.2,9.4,440.0,29.8,20,10.98,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,1,1,0,0,0,40,20,90,0,0,0
34.7,54.4,44.6,23.5,1552.0,25.1,13,6.54,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,1,0,1,0,0,15,15,0,30,0,0
31.0,56.9,38.4,19.9,1556.0,30.6,23,11.52,29.6,27.6,8.9,86.2,60.3,41.3,644.0,2,1,1,0,0,0,0,25,15,0,0,0,0
11.7,43.9,41.0,23.5,1280.0,13.7,6,0.0,30.8,28.8,11.7,85.5,60.7,43.8,631.0,0,0,1,0,1,0,0,0,25,0,25,0,0
36.0,74.7,47.9,21.3,879.0,39.7,9,3.85,26.2,24.2,10.2,91.1,61.2,40.8,621.0,3,1,1,0,0,0,0,45,25,0,0,0,0
39.2,80.0,88.9,28.6,327.0,33.8,1,0.0,25.2,23.2,12.0,90.7,58.2,42.6,648.0,3,2,0,0,0,0,0,25,0,0,0,0,0
39.0,84.8,53.8,19.8,716.0,31.1,13,2.07,31.9,29.9,12.4,91.4,63.0,50.1,629.0,3,2,0,0,0,0,0,15,0,0,0,0,0
7.9,61.4,47.8,21.1,762.0,33.0,8,0.95,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,1,1,0,0,0,0,35,25,0,0
27.7,50.6,29.0,24.9,743.0,26.3,18,3.52,28.3,26.3,11.2,90.8,56.1,48.7,626.0,0,0,1,0,1,1,0,0,15,0,40,240,0
30.4,85.3,49.0,16.5,1263.0,30.2,20,11.56,27.5,25.5,13.9,91.1,63.5,48.4,785.0,2,1,0,0,0,0,0,35,0,0,0,0,0
30.8,43.9,67.5,14.4,540.0,28.6,9,2.6,30.4,28.4,13.8,92.3,62.1,59.2,785.0,1,1,1,0,0,0,0,30,25,0,0,0,0
23.0,37.9,29.0,22.5,550.0,21.8,6,0.0,30.3,28.3,12.1,89.7,63.5,58.0,759.0,0,0,1,0,1,0,0,0,30,0,45,0,0
5.5,63.0,21.5,27.0,958.0,5.0,14,3.57,25.4,23.4,8.3,86.7,61.8,58.6,777.0,0,0,0,1,1,0,0,0,0,30,45,0,0
11.8,59.2,29.6,24.9,786.0,27.6,21,9.17,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,1,0,0,0,15,20,40,0,0
27.6,51.0,76.8,29.1,781.0,33.7,22,8.64,25.5,23.5,8.8,91.0,60.5,53.5,666.0,2,1,1,0,0,0,0,30,20,0,0,0,0
29.4,89.5,48.8,21.5,1543.0,32.7,17,5.37,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,0,0,1,1,0,25,0,0,25,240,0
16.2,35.1,95.6,14.9,507.0,15.9,3,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,0,0,0,0,0,30,0,0,0,0
25.6,62.1,90.0,26.1,959.0,22.4,1,0.0,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.4,87.6,49.8,23.4,674.0,30.2,22,7.58,28.0,26.0,12.0,90.0,60.0,50.0,700.0,2,1,0,0,0,0,0,25,0,0,0,0,0
31.0,53.8,48.9,31.5,593.0,31.3,5,0.0,29.2,27.2,13.7,89.4,58.8,57.8,659.0,2,1,1,0,0,0,0,25,15,0,0,0,0
39.5,98.7,69.7,20.7,554.0,33.8,3,0.0,31.5,29.5,14.5,87.7,60.1,41.3,621.0,3,2,0,0,0,0,0,15,0,0,0,0,0
32.8,38.4,43.9,23.4,307.0,30.9,9,1.49,25.3,23.3,13.2,88.4,59.8,56.1,735.0,3,1,1,0,1,0,0,35,25,0,35,0,0
34.2,84.4,41.2,22.9,1451.0,19.6,2,0.0,31.6,29.6,12.7,87.7,61.6,45.6,682.0,2,1,0,0,0,0,0,15,0,0,0,0,0
44.6,92.1,30.1,23.6,524.0,41.1,16,4.85,28.0,26.0,12.0,90.0,60.0,50.0,700.0,3,2,0,0,1,1,0,40,0,0,40,240,0
15.5,67.0,82.9,23.0,1505.0,9.4,23,4.22,31.3,29.3,9.8,87.0,61.8,42.9,671.0,1,1,0,0,0,0,0,15,0,0,0,0,0
36.3,67.6,76.9,19.8,436.0,18.4,16,13.39,31.2,29.2,10.6,86.5,64.4,58.1,656.0,3,2,1,0,0,0,0,15,10,0,0,0,0
23.5,93.1,18.5,20.9,381.0,16.6,21,7.32,31.1,29.1,10.6,86.9,64.5,48.8,794.0,1,1,0,0,1,0,0,25,0,0,45,0,0
5.7,37.2,34.9,21.9,884.0,5.3,12,6.87,28.0,26.0,12.0,90.0,60.0,50.0,700.0,0,0,1,1,1,0,0,0,30,45,35,0,0
